new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,txt,ns,mx,has_internal_ips,internal_ips,ptr,caa
[x],pclotest01.mtf.pclo.mastercard.com,216.119.218.169,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pclotest01.pclo.mastercard.com,"216.119.218.169, 216.119.218.170",,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pclotest02.mtf.pclo.mastercard.com,216.119.218.169,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pentest.priceless.com,107.21.50.123,pentest.ifonly.com,"ns-1226.awsdns-25.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],perf.api.mastercard.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],perf.banamex.mts.mastercard.com,209.64.211.250,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],perf.gateway.mastercard.com,209.64.211.37,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:c801:1::1:37,,,,,,,
[x],perf.hothot.gateway.mastercard.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:c801:1::1:39,,,,,,,
[x],perf.mcincontrol-test.mastercard.com,209.64.211.253,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],perf.message.mastercard.com,209.64.211.231,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],perf.simplify.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],perf.smartdata.mastercard.com,209.64.211.150,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],perf.src.mastercard.com,"173.222.106.134, 173.222.106.156","perf.src.mastercard.com.edgekey.net, e26360.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],perf.stripe1.gateway.mastercard.com,209.64.211.37,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:c801:1::1:37,,,,,,,
[x],perf.stripe2.gateway.mastercard.com,209.64.211.37,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:c801:1::1:37,,,,,,,
[x],perf2.truaxis.mastercard.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],petspot-busselton.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6414:5::2:12,,,,,,,
[x],pilot.mastercard.com,216.119.217.127,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pki-site2.psm.gateway.mastercard.com,209.64.211.54,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:c801:1::1:9b,,,,,,,
[x],pki.ind.gateway.mastercard.com,14.143.44.66,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pkobp.pclo.mastercard.com,216.119.218.170,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pnq.sa.agent.mastercard.com,45.115.130.39,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pop.stage.openbanking.mastercard.com.au,,,,NOERROR,,,,,,,,,,
[x],postepay.simplify.com,,www.simplify.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6414:5::fffc,,,,,,,
[x],poz.eu.gateway.mastercard.com,185.175.204.180,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],praxell.mtf.truaxis.mastercard.com,216.119.218.159,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],prelive-mcm.mastercard.com,134.213.41.81,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,v=spf1 include:mailgun.org ~all,,"mxb.mailgun.org, mxa.mailgun.org",,,,
[x],prepaidalerts.mastercard.com,,,"ns-1606.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,v=spf1 include:amazonses.com ~all,"ns-1120.awsdns-12.org, ns-1606.awsdns-08.co.uk, ns-485.awsdns-60.com, ns-556.awsdns-05.net",feedback-smtp.us-east-1.amazonses.com,,,,
[x],preview.artistaccelerator.mastercard.com,"13.107.237.44, 13.107.238.44","mcai-endpoint-preview-eva7dvhkb6bqffen.z01.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0016.t-0009.fdv2-t-msedge.net, part-0016.t-0009.fdv2-t-msedge.net, global-entry-afdthirdparty-fallback-first.trafficmanager.net, shed.dual-low.part-0016.t-0009.fb-t-msedge.net, global-entry-fb-afdthirdparty-unicast-first.trafficmanager.net, par02r3a.msedge.net","ns1.msedge.net, msnhst.microsoft.com, ns1.fdv2-t-msedge.net",NOERROR,,,"2620:1ec:4e:1::44, 2620:1ec:4f:1::44",,,,,,,
[x],preview.mastercard.com,216.119.218.60,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],priceassure.mastercard.com,216.119.218.99,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],priceless-ie.mastercard.com,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],priceless.com.sg.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],priceless.sg.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelessasingapore.sg.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelessbnl.mastercard.com,216.119.218.100,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelessgr.mastercard.com,216.119.218.100,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelessingapore.sg.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelesspt.mastercard.com,216.119.218.100,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelesssg.com.sg.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelesssg.sg.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelesssingapore.com.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelesssingapore.com.sg.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelesssingapore.sg.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelessspecials.nl,"23.12.144.248, 23.12.144.212, 216.119.218.53, 216.119.210.53, 193.108.91.29, 23.61.199.67, 184.85.248.64, 95.101.36.64, 23.211.61.65, 23.74.25.66",,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,"a7-67.akam.net, dns1.mastercard.com, dns2.mastercard.com, a18-64.akam.net, a26-66.akam.net, a22-65.akam.net, a9-64.akam.net, a1-29.akam.net",,,,,
[x],pricelessspore.com.sg.priceless.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],pricelesssurprises.com,"173.222.106.178, 173.222.106.193",,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,v=spf1 include:deliverygateways.mastercard.com ~all,"a26-66.akam.net, a22-65.akam.net, dns1.mastercard.com, dns2.mastercard.com, a1-29.akam.net, a7-67.akam.net, a9-64.akam.net, a18-64.akam.net",,,,,
[x],privileges.mastercard.com.au,134.213.41.81,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],processing.stage.ecs.mastercard.com,14.142.28.152,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],prod.iodr.mastercard.com,45.115.130.28,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],prod.mfe.mastercard.com,12.22.155.207,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],product.development.stage.ecs.mastercard.com,14.142.28.152,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],product.technology.stage.ecs.mastercard.com,14.142.28.152,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],proxy.api.mastercard.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],psbc.pclo.mastercard.com,216.119.218.170,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],psc.mastercard.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,v=spf1 a ip4:50.56.23.211 ip4:50.56.23.212 ip4:50.56.23.210 ip4:50.56.23.213 ~all,,inbound-smtp.us-east-1.amazonaws.com,,,,
[x],pscapi.mastercard.com,50.17.164.221,d-wb9v555jj1.execute-api.us-east-1.amazonaws.com,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pureegwp1.mastercard.com,216.119.213.10,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],qa.truaxis.mastercard.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],qa01.gateway.mastercard.com,220.101.52.100,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],qa03.gateway.mastercard.com,220.101.52.106,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],qa05.gateway.mastercard.com,220.101.52.112,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],qa06.gateway.mastercard.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],qa07.gateway.mastercard.com,220.101.52.122,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],qkr.mastercard.com,64.95.146.232,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6414:5::fff0,,,,,,,
[x],quiz.mastercard.com.au,104.239.236.220,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],quoll-prints.store.simplify.com,216.119.218.36,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6414:5::2:12,,,,,,,
[x],radiumone.simplify.com,216.119.218.37,www.simplify.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6414:5::fffc,,,,,,,
[x],raiffeisen1.pclo.mastercard.com,216.119.218.170,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],rakbank.simplify.com,216.119.218.37,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6414:5::fffc,,,,,,,
[x],rally.mastercard.com.au,"23.53.40.26, 23.53.40.59","rally.mastercard.com.au.edgesuite.net, a1999.r.akamai.net","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],raxstage.360.mastercard.com,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.agenttool.mastercard.com,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.apac.mastercard.com,134.213.41.80,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.api.az.eu.mastercard.com,134.213.41.80,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.api.mmc-uat.optimization.mastercard.com,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,v=spf1 include:mailgun.org ~all,,"mxa.mailgun.org, mxb.mailgun.org",,,,
[x],raxstage.ca.priceless.com,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.cxresearch.mastercard.com,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.gmc.mastercard.com,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.happinessserved.mastercard.com.au,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.legal.eu.mastercard.com,134.213.41.80,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.mastercard-lounge.cz,3.33.139.32,,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,,,,,,
[x],raxstage.mastercard.com,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.newsroom.mastercard.com,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.optimization.mastercard.com,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,v=spf1 include:mailgun.org ~all,,,,,,
[x],raxstage.perguntas-frequentes.mastercard.com.br,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.qkrguide.mastercard.com,134.213.41.80,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.quiz.mastercard.com.au,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.specials.priceless.com,134.213.41.80,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.taptennis.mastercard.com.au,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],raxstage.taptotokyo.com,3.33.139.32,,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,,,,,,
[x],raxstage.ve.priceless.com,69.20.99.247,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],rcnportal.mptse.mastercard.com,,,,NOERROR,,,,,,,,,,
[x],rd.mastercard.com,216.119.218.249,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6404:5::51,,,,,,,
[x],remote.apps.mastercard.com,,remote.apps.gslb.mastercard.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],remote.files.mastercard.com,216.119.215.56,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],repo.gateway.mastercard.com,220.101.52.46,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],repodelorean-google-docsapi-darkscm.adminsproxy.bezcenneniespodzianki.pl,3.33.139.32,,"ns1.markmonitor.com, hostmaster.markmonitor.com",NOERROR,,,,,,,,,,
[x],reports.communitypass.mastercard.com,,"cinprdcdwportal.azurewebsites.net, waws-prod-pn1-017.sip.azurewebsites.windows.net, waws-prod-pn1-017-3f42.centralindia.cloudapp.azure.com","ns1-01.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,,
[x],res.bounce0.mastercard.com,209.64.210.35,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],res3.communications.mastercard.com.br,,res3.communications.mastercard.com.br.cname.campaign.adobe.com,"ns-435.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],reseller.pba.mastercard.com.au,"13.32.99.119, 13.32.99.52, 13.32.99.18, 13.32.99.114",d17oorqkv35pob.cloudfront.net,"ns-500.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1275.awsdns-31.org, ns-1615.awsdns-09.co.uk, ns-500.awsdns-62.com, ns-903.awsdns-48.net",,,,,
[x],rewards.mastercard.ru,"173.222.106.193, 173.222.106.178","rewards.mastercard.ru.edgekey.net, e37358.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],rootsiwg.priceless.com,216.119.216.188,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],rppsprd.mastercard.com,12.22.154.31,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],rugby.priceless.com,212.100.241.151,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],russiareg.priceless.com,178.159.249.153,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sa.cardholder.mastercard.com,45.115.130.33,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sa.collect.mastercard.com,45.115.130.33,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sa.eis.customer.mastercard.com,45.115.130.33,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sa.isupervise.mastercard.com,45.115.130.33,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sa.services.mastercard.com,45.115.130.34,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sa.switch.mastercard.com,45.115.130.34,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sabb.pclo.mastercard.com,"216.119.218.170, 216.119.218.169",,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],safemail.mastercard.com,216.119.213.12,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],safemail1.mastercard.com,216.119.215.10,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,"216.119.214.10, 216.119.215.10",,,,
[x],sales.mastercard.com,202.160.123.68,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],samba.gateway.mastercard.com,103.55.149.32,ap.gateway.mastercard.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,v=spf1 include:deliverygateways.mastercard.com ~all,,,,,,
[x],sandbox-stub.src.mastercard.com,"80.239.137.154, 80.239.137.152","sandbox-stub.src.mastercard.com.edgekey.net, e26360.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],sandbox-tls12.simplify.com,64.95.146.20,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6414:5::fff8,,,,,,,
[x],sandbox.api.mastercard.com,,"cac-sandbox.api.mastercard.com.edgekey.net, e9024.ce.akamaiedge.net","n0ce.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],sandbox.api.mastercard.com.au,"95.101.111.161, 95.101.111.152","sandbox.api.mastercard.com.au.edgekey.net, e111621.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:480:d::210:f151, 2a02:26f0:480:d::210:f161",,,,,,,
[x],sandbox.consent.xbs.mastercard.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sandbox.consents.mastercard.com,"2.23.7.16, 2.23.7.18","Sandbox.consents.mastercard.com.edgekey.net, e33882.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:1700:11::b856:6794, 2a02:26f0:1700:11::b856:6795",,,,,,,
[x],sandbox.proxy.api.mastercard.com,216.119.218.215,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sandbox.qkr.mastercard.com,64.95.146.9,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6414:5::fff4,,,,,,,
[x],sandbox.services.mastercard.com,,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sandbox.simplify.com,216.119.218.40,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6414:5::fffb,,,,,,,
[x],sandbox.src.mastercard.com,"23.12.144.200, 23.12.144.204","sandbox.src.mastercard.com.edgekey.net, e26360.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],sandbox.uat.simplify.com,64.95.146.227,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6414:5::fff7,,,,,,,
[x],sandbox.wallet.mastercard.com,216.119.217.71,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],santander.gateway.mastercard.com,185.175.205.180,eu.gateway.mastercard.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,v=spf1 include:deliverygateways.mastercard.com ~all,,,,,,
[x],santanderbra.mtf.truaxis.mastercard.com,216.119.218.169,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],santandermex.mtf.truaxis.mastercard.com,216.119.218.169,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sbx.assets.mastercard.com,"95.101.111.176, 95.101.111.175","sbx.assets.mastercard.com.edgekey.net, e26360.a.akamaiedge.net","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],scotia.mtf.truaxis.mastercard.com,216.119.218.169,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sdcb.mastercard.com,12.22.155.84,,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,,,,,,,
[x],sdg2.mastercard.com,216.119.218.188,vanity.smartdata.mastercard.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,,"00B7-478C-832E-8B38-4BB2-DB28-B501-326B, 741C-D201-E019-3A62-76C6-2B28-DC54-BEA7, 2968-6452-FB26-793B-3844-7A4F-E5CC-B3BB, 8EB6-8191-6D76-E5BD-8F6C-D389-964C-8255, AACA-82AB-3CD1-2FE4-F141-1773-C964-B96D, B994-2B83-9CB0-B4BB-CC07-AE9C-5C97-E031, A0AE-CCC1-673A-835B-9991-2DC2-A579-BAE3, 1D25-D5E2-189A-BD87-C799-4933-CFE2-8507, FBB9-ADAD-213C-61EC-B898-09F1-B1DF-9342, 8583-9828-DC4F-CCE3-7CD8-AA19-4165-465A, 177A-6D3C-6B84-CD52-D5D8-383E-E2C4-7423, 908D-75D1-1CD9-69FD-E0CD-15B9-CF40-1843, C979-D7E4-5B14-C1C6-3B46-CC1E-9822-BDCB, 48DD-A078-C909-DDCA-B3CC-AC4E-C4F3-DE9B, 6E11-FEB6-2891-AFE3-5C68-7FEE-E0BC-E71E, 253A-79E6-03D5-CCFE-6582-8E1D-3C9C-611D, 948B-DF66-A08B-B9FC-2695-EDD1-98D3-9EC7, 2963-7A40-0661-CA13-8E7B-F4A2-EA43-16A1, A4C5-CB45-6094-FF26-C99D-7182-4472-AA61, 264C-7AE8-68C3-345C-AA6A-6C1F-C980-03BE, F87E-C9C6-5466-53ED-2699-D66A-3665-4D2C, A714-EC9F-CFA8-8212-6B6C-A7D8-4A83-F7A8, FD28-44F4-9B91-3178-2975-EB50-5871-DE77, FFE0-1B31-523D-CF34-FAA4-D58D-2F0F-B697, F3CE-CCD7-9A0B-548B-94E2-2B33-6900-B5D5, D312-9D4E-0D07-CE36-E5C6-550B-E737-9870, E34C-C441-2DD1-A69B-DE30-FD06-25D9-A6E7, D094-A3B3-FACC-88E5-ED78-0ED6-0936-C2F7, 83D4-A601-FCDD-335A-29E1-BFA1-7835-6BF4, 01BA-1EB1-536F-5617-CE62-DE84-F221-5695, 9B96-1508-9C71-7CB6-E9BF-50BB-A093-E277, 4793-79CC-79A8-3486-6B07-91F0-675B-5C06, 89FD-7D30-0E06-FDF2-DA83-D1BC-960B-A5FD, 69E0-0CA7-58DF-1CB5-FCF1-5542-EDF7-E5A7, 8FE7-34A7-052E-23EE-8FDA-B8F9-93D6-577B, 28E7-1E7A-5076-5484-0BB3-F72B-8C7F-DDFD, 8045-3EBB-B5FC-AEF3-14D1-AC67-1088-D900, 8E06-87E8-2334-2AC2-335D-C75E-85AE-489D, 18E7-5490-CE0F-EB97-1DDE-AC51-EBFD-61E3, D313-0518-9606-F64F-5764-7585-5585-D8D3, B921-A74F-B8CE-B4C8-10A5-784F-5E75-A81F, 3582-94CA-3E56-F2BF-A442-2F0A-6698-DEE1",,,,,,
[x],sdg2demo.mastercard.com,216.119.218.187,demo.vanity.smartdata.mastercard.com,"dns1.mastercard.com, hostmaster.mastercard.com",NOERROR,,,2607:3c00:6404:5::3a,"0BD9-8169-3964-8C7E-456C-10BB-9D47-6AA2, D00F-DA07-44CA-03A6-D4BF-7BF9-FB09-7EA7, 084F-CC4D-FA08-C97D-8652-2D1A-92B8-A502, 9359-2961-65BC-7A36-0296-6044-7B63-CB91, 6CFB-2403-F957-5D12-0F22-CFF2-A480-4456, 7520-7B1D-E5EE-67AC-3795-0936-06A8-D364, 525D-2644-B5B1-9B20-4E46-DC90-64F1-7C7D, 0F60-3EF8-FB1C-8C3D-7CEF-C656-A71F-E124, F88D-7D39-A356-D846-841A-6E56-AD55-7113, 52DE-528A-B9F5-2EB6-95F2-6361-23FC-1817, EE64-4208-6CD8-7C17-0DDE-5D5F-9713-3590, 59D5-D2BC-CF54-7288-81E0-1798-5AA7-897C, B8BF-3A1F-A8A4-29B7-6526-FDDE-9D93-28F1, 75C9-7636-9C8E-6126-43C5-3102-78B2-86FA, 3872-C203-9B63-E614-5857-E49E-7088-C354, FF27-D5C9-5D0F-8711-F154-4F22-E8F2-CB20, 2C0B-16B5-F550-CA21-9C38-0BF9-4E64-A563, CD14-DFD5-9CD4-34FD-1070-6E20-B709-9AE7, 5DE4-8598-7C3E-74C7-C512-1359-8502-B762, 61FD-79FF-7FEC-FA4D-89A3-CC90-4F24-CA14, 36A6-1A7F-DBBE-469A-BD09-ADC6-F523-48E9, 7477-6224-4024-913A-487D-038E-3B02-F09D, 3FDE-B00C-C2A0-3E7B-B249-954D-6189-241A, C773-9E54-1FCD-D7F0-D089-662A-421D-055A, DF9F-5166-EAC3-A8A1-3E79-A886-3900-E1E6, F9F2-E3D7-0EF4-0A1C-0A87-6C16-5C37-95E4, 170E-BB10-8815-3E9D-934A-5341-DDB2-115F, 7B83-34C0-A871-CA61-6BA4-F599-D24A-BD7F, 8045-3EBB-B5FC-AEF3-14D1-AC67-1088-D900, 6546-AB77-3285-44A4-84DF-B67D-121B-5FCA, DB05-4184-4644-27DF-00A2-B882-9F4F-7C69, 785D-883A-9BCD-2ED7-ACF1-0E6E-A8BD-EC97, 39BE-6052-BBD1-D3A1-2AA5-86C2-E05F-9BC4, 10C9-0F14-C39E-78DB-12D0-9862-0691-B266, 20B3-D218-CF90-8DC3-C6E0-6703-42E5-CF63, 1D16-3828-061C-05BD-47BF-CCB8-61CA-252F, 9D86-EA5E-4D70-5FFC-14E4-EDBB-B708-C9D1",,,,,,
